Date,AAPL,ABNB,ADBE,AEP,AFRM,AI,ALGN,AMAT,AMD,AMGN,AMZN,ASML,AVGO,BIIB,BKNG,BKR,COIN,COST,CPNG,CRM,CRWD,CTAS,DASH,DDOG,DOCN,DXCM,ENPH,EXC,FANG,FSLR,FTNT,GILD,GOOGL,HOOD,IDXX,ILMN,INTC,ISRG,JD,KDP,KHC,KLAC,LRCX,LSCC,LULU,MAR,MCHP,MDLZ,MELI,META,MNST,MRVL,MSFT,MTCH,MU,NET,NFLX,NOW,NVDA,ON,ORCL,ORLY,PANW,PCAR,PDD,PEP,PINS,PLTR,PLUG,PODD,PYPL,QCOM,REGN,ROKU,RUN,SBUX,SE,SEDG,SMCI,SNAP,SNOW,SOFI,SPOT,SWKS,TEAM,TSLA,TTD,TXN,UBER,UPST,VRTX,WDAY,XEL,ZM,ZS
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-25,0.004155175348628124,-0.015154806068565783,-0.0011523979807196607,-0.003181777389051697,-0.043188367413759615,0.03607426877795304,0.022851628312538844,-0.01146097989751613,-0.003405401174868497,0.003172562883143978,-0.013307791454017294,0.009324026622799764,0.0096412625870663,0.030688390983859254,0.029602232093681805,-0.02477167361452355,0.0,0.0242566467051642,-0.0020573821604178595,-0.01971276701692764,-0.013527217997320014,0.003298494541096212,0.048361423315748275,-0.03761727276956457,-0.017565172549159073,-0.021423732211945292,0.003373139637710418,0.010197131437672717,-0.007963220443622661,0.0001239038211169669,-0.0004087215669661049,-0.005610237552198287,-3.4441073049430645e-05,0.0,-0.0018199858609833977,-0.021543120827347315,-0.00032239311169374787,-0.009282557002000964,-0.004563342355127041,0.004934055031263919,0.025055991145822874,0.005089581373329395,-0.00803279548717315,0.021193778447872957,-0.0035858889748492436,0.022702615648175575,0.0027221995404365573,0.00857519384175035,0.010500588925542958,-0.012124095178958369,0.0007886845542253527,-0.011111237443942358,-0.013339002606190881,-0.037905266078611666,0.013047065942730286,-0.017549532434125048,-0.03507352916874919,-0.0002964518691312439,-0.008558950044450436,0.0018346145117951634,0.026577414763774104,0.016473600540507883,0.0076961754751670615,0.017272212534581173,0.026619493072644027,0.0058899829566771535,-0.02017337717238485,0.03149161614509605,0.026747440639741524,-0.01706235462586717,-0.00012809015888251194,0.0007862084479374226,0.006841198550151082,-0.002609830840646738,-0.041576426845740325,0.022420062870767397,0.02554436760932875,0.009077114753953027,-0.008865065877826378,0.017661399849780133,0.0392483263516239,0.00906074603540471,-0.015780218013624538,0.005476138248351605,-0.017255058641056767,0.015929083234572167,-0.02221913586495037,-0.0022943866350304074,0.02479931159330244,0.09710605873527843,0.003868876427750991,0.0003250033431038971,0.006384073850860565,-0.0003492651850777981,-0.012933072470432658
2021-03-26,0.00512812499606857,-0.010041217285254513,0.03934949522992454,0.003181777389051687,0.0022975837722362764,-0.033288315666575016,0.02001583060726477,0.07186223510301729,0.015492107063346779,0.02648855744404218,0.0018923206745425616,0.06892214601768427,0.04311168267801907,0.009662275071998287,0.023787992451430227,0.03693118190816195,0.0,0.01626692770505056,-0.0038977920387081636,0.01761066591783182,-0.008266975852122042,0.027939140985331453,0.017008195619961797,0.025608447520501794,-0.003117816516984211,0.012954608087930228,0.023890749052601815,0.0036825775484740112,0.02660779672638749,0.0596258661830171,0.06522092037143011,0.019345774962024057,-0.0038104431248708304,0.0,0.017032356521308942,0.008329366421062715,0.044928195280461,0.03658307343065619,0.041802389082069756,0.020063654707031284,0.020952584362341896,0.06631982256329205,0.06396465371670877,0.04829640099702328,0.02512187273016745,0.0017040791300226394,0.054610717384477855,0.014915309218964262,0.02079473972448026,0.015238225737342176,0.031702949579303516,0.048417680198459746,0.017661700216183154,0.026900730550884582,0.04533551318188411,0.013709023529019794,0.010268086558071522,0.04719752541793038,0.023962157486608945,0.06217912297374898,0.02333106337227413,0.019448226768588383,-0.011722966567826476,0.015165425590179867,0.02905694434141034,0.02174813719281154,0.012529310438085124,0.0,-0.0020548869008562413,0.029014999438548583,0.0285751120772687,0.043884564110307125,0.028564679176142208,-0.03459440402136035,0.07433705909680628,0.02347599548856232,0.032198992804839455,0.020961598717128726,0.02951159872454335,0.0036889398168651723,0.07991861596644055,0.027870243076977087,0.025895902387907836,0.05674518237654563,0.029064917528704933,-0.034440713289359076,0.02692323612391781,0.05297268645739811,0.015101570722020584,0.14439309806288742,0.01067925268415588,0.014158925483001673,0.004685846469548918,0.016068417418179746,-0.017920727558776096
2021-03-29,0.001483831465241242,0.04539869654489014,0.0004902142774196018,0.009951509821716132,0.003865106019038745,-0.04246551904492914,-0.023633301208525997,-0.02304001100982303,-0.003494073656759481,0.008270706525251647,0.007735312514846097,-0.028648078340828886,-0.019735278688389896,-0.0019902607175855992,0.01190617217302516,-0.008089661345776215,0.0,0.011664323453015567,0.05540840016549368,0.008002753843854009,-0.02181941236560662,-0.01573122627509861,-0.030533823445372334,-0.041320312225687196,-0.038442722345702125,-0.009571404333603878,-0.06752850621110351,0.005041065090661601,-0.02066325141941536,-0.04878435021213891,0.004912145567267034,0.014456605128155,0.01034755546114871,0.0,-0.0021680403562839975,-0.01622216524988272,-0.005719938560566752,-0.009349058098352923,-0.003784545683735081,0.007069469042402691,0.018562444017080577,-0.017753822978871354,-0.024149800129929202,-0.04359491684086495,0.006855440234338506,-0.01523625509952384,-0.029845410367900806,0.012372662546133114,-0.02013895198721354,0.027186921844362843,0.0029416226857172808,-0.009841787408342987,-0.005257350525242931,-0.03773192502860839,-0.016038748874321326,-0.029131226411503813,0.011546119427009017,-0.01960504087542736,0.008453948058952035,-0.038630360285449784,0.012448290879693551,0.002542518899577154,0.0016251422374859016,-0.005244161443682685,0.0018263873915623076,0.014678245089804183,0.004478123271557994,-0.03837078214032611,-0.10037730192252779,-0.026471748955837624,-0.022488893089845176,-0.013017704144051949,0.009619921413213587,-0.019848905037532266,-0.0951175257492606,-0.007030999467258229,-0.024137211015232387,-0.05865915993731562,-0.01850923656478645,-0.04013583704019861,-0.05021881924181301,-0.0393610637034952,-0.03393982628620626,-0.01582329383838883,-0.04000248878370362,-0.012065159218404247,-0.09140254979751386,-0.010791613993506673,-0.025172542195077585,-0.06100500974003015,0.00959788193135915,-0.026544878366714517,0.010351871167599747,-0.03679950849675889,-0.024022845053938594
2021-03-30,-0.012350330769130544,0.0032823119922470935,-0.008258708602942682,-0.013015134901071297,-0.052805910641867605,0.017266645507186158,0.0160145242029918,0.00831779430502671,-0.014888604581492923,-0.02064615515646771,-0.006667777807782873,-0.011097870606954519,-0.03544814557893624,-0.0002534978263671857,-0.007029129594012163,-0.019595082039875446,0.0,-0.01813329294478301,0.0578464697569578,-0.003659993006238561,0.008191794761096244,-0.01146657077605569,0.0047587039806913315,0.004274364687015672,0.00696517179008564,-0.006230500616086755,0.057814872789052424,-0.005730772717663632,0.003227560039086196,0.05853934955133173,-0.012822157020571531,-0.010479038018257045,0.00033234092529445264,0.0,-0.006763462073281403,-0.06819755694964379,-0.011382494313090675,0.003502379836484198,0.015052472923625167,-0.016477869150117,-0.01233653903244821,0.00874292725667692,0.003972573826981723,0.007942115020215792,0.002937207562204438,0.024794101509532186,-0.0049171866893384444,-0.0182904943940907,0.017383746463687094,-0.009744118401442632,-0.013471489240587104,0.017477026207917263,-0.014515692525830026,-0.012621705090338458,-0.0005776330040376177,0.002587018074428111,-0.0010901894362842762,0.004481147554296473,-0.005925923299366819,0.019501706637031848,-0.008187332109122293,0.0021628976668030303,-0.006956638730722484,0.0013939604649871066,0.029293802650728874,-0.015799755597975855,-0.00100944124863618,0.01416525262170458,0.10067117988190184,0.005947786517645898,0.003684798543307684,-0.008876162746260019,-0.02279055310202883,0.03646257182073401,0.10955126956427966,0.010392212082610444,0.048265487778403914,0.04191048179990432,0.012465333672442071,0.0008066327399308304,-0.006374014434601527,0.0036429587932450486,0.019989715215145632,-0.004527339522398731,-0.0007823757985857939,0.039029424523405194,0.02147914275593722,-0.0012895111958259944,0.002059744438837692,-0.03950930234939701,-0.01731484316389989,0.0004523516574401283,-0.014886346965269288,0.01544477968036309,0.0002412576891879478
2021-03-31,0.01859167071448283,0.026090290930474862,0.021067292350905795,-0.00035449881724319393,0.06318200205281964,0.04372794982560644,0.03227723098411212,0.05255454251683816,0.032365284502031716,-0.003771044700337496,0.012616087083554913,0.02637510474175033,0.016307771456248985,0.013459214865768895,-0.0021651018336965775,-0.005537836872424811,0.0,0.0077750774401644795,0.012232537516101975,0.008865488689106181,0.040420247621141346,0.011788766873416137,0.0040499712030052995,0.07432943799183149,0.04341656503515563,0.03450717262546932,0.0739561688332686,0.0055022004217880685,-0.013381363236044398,0.00885933729132481,0.016897190808231783,-0.01337153563860558,0.007812100370946616,0.0,0.0276833981112117,0.040110567536873754,0.0036003965447939656,0.016992045958679997,0.015897191104335007,-0.011283288293120244,-0.006975867290162552,0.04118134112082681,0.03884703424284935,0.04637196508284935,-0.03328298582445215,-0.0008101234629508,0.03347492199253322,-0.004262138882210243,0.030421241814560823,0.022420391844673034,0.004400864173696079,0.03426767202913924,0.01676614824757135,0.04389602024835126,0.019113525686831494,0.06558279253175867,0.015980237762455655,0.02539423670948095,0.036350427619174557,0.04271640305992121,-0.005400630161821399,-0.0036994776275795674,0.012655020465135584,-0.004295566606088581,-0.01158484303593429,-0.007676528384222761,0.06588123926025544,0.05516509738207314,0.05152826176339849,-0.001761407458859167,0.026285456479644278,0.018881540644486813,0.0052341264958513465,0.04331663010151694,0.04325000783848652,-0.009109867062070195,0.04059238941948554,0.0582681713026832,0.02909295868930078,0.0526127270927378,0.03195127828804569,0.03863777046228099,0.039043119930186596,0.027461060731051944,0.03049443650808456,0.04958242699342897,0.040364279714422684,0.01626994155067304,0.019450446698974857,-0.0032540368834209354,0.008881024412949686,0.02115360604967894,0.007545987143433742,0.025534125750589276,0.034852131861547134
2021-04-01,0.00693468375864189,0.0015949976555429534,0.016626894268752142,0.009868715083372958,0.010269426073618162,0.04436596953899641,0.006478990509532886,0.057590669225659225,0.03246097900705424,0.001445962434088242,0.021397878158709596,0.03147435286828079,0.026161545201545927,-0.003724563131170136,0.022333965009195413,0.005537836872424819,0.0,0.006954710504456353,-0.04221601628940202,0.031819345236271966,0.024464089324082786,0.020301618762872613,0.015211966808515739,0.04527571386520141,0.03887369861992442,0.016858088619669347,0.0032630398005179598,0.003879149773351517,0.10001252107320789,-0.01326051711686647,0.010625514971679352,0.027620789034954206,0.03209023982787193,0.0,-0.006047170146534155,0.0025484365773742437,0.008556850577941501,0.011651312528020005,-0.000237313096397364,0.0037752596259747156,0.0007499623055303108,0.04985613659987013,0.07140933155394914,0.07816142874175103,-0.01855982770209092,0.0010800188384285474,0.031392252269638675,-0.0015386436796608527,0.025723587414360392,0.01392492803100508,0.002959764034911997,0.013787815806172554,0.0275262176397287,0.03771359371363759,0.04651495666709047,0.021542526098917745,0.033478471454359386,0.013702625518896778,0.034134451381183574,0.030298146634926266,0.023102739344909078,0.0011231349020163787,0.018428165827548706,-0.009624334446883648,0.07238310657252531,-0.0012023726324405081,0.04877092646352782,-0.009491064248729222,-0.01631546299705639,0.014836479178031744,0.019169447924859674,0.03846912335266844,0.0037760241691389695,0.018642123163574494,-0.022574296405849032,0.0010059797620439262,0.057534145245315776,-0.01419005878993665,0.013730228325538756,0.04121206368952457,0.032229685278953195,0.006972767296063498,0.01903760933069091,0.022739197051453715,0.0567207633438396,-0.00929552576717066,0.010957794536557873,0.016113914068609732,0.05513840092660892,0.11302929912764018,-0.008646356463080613,0.02598480973458306,0.00420125877497485,0.015258519079861409,0.02360232791521084
2021-04-05,0.023303439443230715,-0.008268273274247699,0.016985718236587552,0.008729793647433535,-0.029255105548580723,-0.007137133861206045,0.005288285179966236,0.010753442806351404,0.00418415543132996,0.011373126978862688,0.020580800847156144,0.005306945142106885,0.02598570121227852,-0.002982400664525865,0.011152978158226195,-0.014835862162249401,0.0,0.016430739979233822,-0.029385551302747948,0.0071525746283147605,-0.0021945876267212036,0.016317228078038388,0.0030747608187466032,-0.04647632005578613,-0.0006851383024987505,0.0072513570442818715,-0.08508544423433118,0.012897581840417586,-0.07435442585159822,-0.03580460085127635,0.0258448352146966,-0.0015063808379799301,0.04101991890646182,0.0,0.01012622785099967,-0.001299349647930766,0.03036326014632097,0.024222708855120265,-0.021823411054345078,0.014388741945922346,0.0069704154715445,0.022183154608158357,0.03307728934751789,0.02915183432836531,-0.007735716932532668,0.017781352266627703,0.022532569895376758,0.006481346192839156,-0.0046782871651276006,0.033744194167530474,0.022511792619549182,0.027997377314562973,0.027351091606919963,0.010390288813563978,0.014396382731722192,-0.008673847757966181,0.002314622905481055,0.013731452039927792,0.012644330761595112,0.02623250774514946,0.03220123943682618,0.002537005908331513,0.009042957139261301,0.020754495709801868,-0.007111932268223579,0.013219010347954337,0.02289296719084805,0.01591092853542966,-0.052996382217963024,0.01610698107199976,0.013960466757382625,0.018266138658187703,0.020073880910125293,-0.010936310209267549,-0.06950037773776152,0.014882409185362263,-0.006576890501914434,-0.052224238751522704,0.01005032622042762,-0.006998206463741269,-0.019057880871888838,-0.03236535207563976,0.0007319974400311447,0.02082576141553914,-0.00823791761173411,0.043324388497766333,-0.00862799939463461,0.025040351527484773,-0.0034782113021154344,-0.026405989772411986,0.010645417717170572,0.00011764919214727828,0.019570398422816868,-0.006982662748140692,-0.0033052333484247538
2021-04-06,0.002459077608159332,0.017732447682963642,-0.0005697053579068589,0.005547100586441055,0.05071668503289225,0.005539332542251033,0.010710088501182609,-0.024842965840431695,0.00012282355343984345,-0.011654226156594361,-0.0009022971624071701,-0.019693371553979898,-0.009482291938518144,-0.02227002360927062,0.005307194760308208,-0.007501091316221513,0.0,-0.0019419833723020984,0.013620383073422539,0.0036249143839545825,0.04074059355384652,-0.014710629303378058,-0.018591880133143654,0.0656716675252896,0.005468181023501849,0.013060783409700577,0.05532744379710685,0.0017968186564073303,0.0007952715041445492,0.013028288335398302,0.017671121443720485,-0.0016594358641899933,-0.004381012375928764,0.0,0.003231013167755239,0.07584506824520774,-0.014837527694533328,0.0012004508656840575,0.012289309548115768,0.001998164198096845,0.009628471357892436,-0.024171900415870497,-0.012670639675485753,-0.018120038952842445,0.03217953221030133,0.004561032358030295,-0.01898003859721142,0.004579580814799748,0.029065697608438305,-0.008615250095535102,0.003098799365345849,-0.0043171749949917505,-0.004869802037250323,-0.007031353982487117,-0.0027772249454266424,0.014507172201133324,0.007113884969551286,-0.009656989808595303,-0.009048831984202114,-0.010502358918225449,0.0016168139767427055,0.010064896275799668,0.019000904415184535,-0.011883602586586928,0.0358752124379952,0.0035560576948265184,0.04619421131921354,-0.007278990506801436,0.03612195973393875,0.028679669914815326,0.008607526998221208,-0.01630866388443271,-0.012208952816763699,0.09045509469716473,0.019034537032531548,0.019004113468052506,0.05034991611957123,0.03031977247305199,-0.01612935430821936,0.04992478133890939,0.01575839057127333,0.03178613232686695,0.03254195721678434,-0.014558746463455884,0.008551718120083297,0.0008244361718844317,0.02487252847545918,-0.011953551524011188,0.011260365092325284,0.026544629126255395,-9.290916350062427e-05,-0.00039225772110211175,0.0007342428209178527,0.01783608916475592,0.03879467047212533
2021-04-07,0.01330174499229715,-0.054558472452663966,0.004204133786486834,-0.0009225233057530665,-0.020761991448429128,-0.08475408562230217,-0.002313864496985953,-0.002870859985994623,0.009288682155939337,-0.003941981124736355,0.01709045911872312,-0.002295650562180499,-0.0029182307992603636,-0.013857796185689221,-0.0047014621800905935,0.008434934869298357,0.0,-0.0036442842618977945,-0.026987445094591223,-0.0013577421565298434,-0.0023177997544403866,0.004090577412778772,-0.027767717675395823,-0.026099845438673823,-0.03021790458268126,-0.009698368401457944,-0.05138664216820113,0.008714128877160773,0.011201261720773714,-0.03886451349750679,-0.009548185334936718,-0.009557962323999199,0.013385230180866603,0.0,-0.007391839446058649,-0.035054323907296875,0.010469643172047155,-0.007631558666148098,-0.027435553727101544,0.005686680938166622,-0.0014751724503356534,0.004146082086766422,0.009608948997268168,-0.0006097468747123237,-0.008070795171439436,-0.018707293584835652,-0.006428646477900456,0.0016910040090776341,-0.0037478571467626284,0.02205599309481808,0.0053202932702305,-0.009682851885665141,0.008196522885186203,-0.008982502523677237,0.005014811906602493,-0.030369211435974996,0.004507523688445108,0.0032359175721751172,0.020139939346545867,-0.014797943779934129,0.001485930669818529,-0.003155179667733934,0.0035209813630624207,-0.004101109011298074,-0.07163403812969849,-0.0018114570033907465,0.006104538965901217,-0.016028103083911092,-0.08138961463108722,0.005581030811565775,0.009473537913982439,0.009874191700409086,0.0064760421520397736,0.007070745204939332,-0.036407210807640485,0.0003532722216193416,-0.007354010018741682,-0.05485899202033307,-0.0005082829661082405,0.05722675518198693,-0.008681246506262588,-0.0034822707397552475,-0.007786853260793728,-0.008774188462551659,-0.024958187567396813,-0.03031223705748461,0.012230284202467427,-0.007738206878879571,-0.020185126967172472,-0.13505718110603493,-0.012055665871452717,-0.011720045363507608,-0.001615442060013514,-0.0205561851566172,-0.01159780409342241
