AAPL,ABBV,ADBE,AMD,AMZN,APD,AVGO,AXP,BA,BAC,BLK,BSX,C,CAT,COP,COST,CRM,CSCO,CSX,CVS,CVX,DIS,DUK,ECL,EOG,FDX,GD,GE,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,LMT,MA,MCD,MDT,META,MMM,MS,MSFT,NEE,NFLX,NKE,NOC,NSC,NVDA,OXY,PEP,PFE,PG,PYPL,QCOM,RSG,RTX,SBUX,SHW,SLB,SPGI,SYK,T,TDG,TGT,TSLA,TXN,UNH,UNP,UPS,V,VZ,WFC,WM,WMT,XOM
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006945042162353536,0.01055117670500745,0.01995388186688004,0.02729368796480309,0.00010133363497333344,-0.03105539693107074,0.013085363550799345,6.152465981743863e-05,0.00883115035026878,-0.024538887304072953,0.005322692612711288,-0.0027080751970980457,-0.0059661414480807525,-0.002321310630838623,-0.020022403735471938,0.0004921146388763803,0.004973951311867223,0.00544385019847022,-0.007450804200013358,-0.027798518081745147,-0.009981230576771642,0.009752049388670862,-0.015176414777802153,0.009147627032590285,-0.00902573023141074,-0.0006452133279176858,0.004006088156573688,0.022078135863646837,0.021343544064262192,0.0037548727916690413,0.004589548220671316,-0.0012832391032650658,-0.005496733158117512,0.031493258603328834,0.0005291818157833547,-0.002677046584561261,-0.0021671928657984252,-0.002134807481802278,0.009469884555347752,0.006511848370793751,-0.021552775538731687,0.022124538773685445,-0.005332271753545521,-0.01972489551075404,0.01952973783741943,-0.004326048235230836,0.08623698613852326,0.01222629595983851,0.001891961449772467,-0.005800113187049555,0.02694958140897798,-0.0034141594625739877,-0.004884151570459893,0.004240071144907563,-0.0013899276403854521,-0.024235315066922742,0.017715349810662615,-0.011731448611259408,-0.0072651311466089335,-0.007087315672400696,-0.010847041032772006,-0.04134974867060468,-0.01038978362594071,0.007098299321663117,0.0037992195511419567,-0.005163179692062925,-0.00861010755069778,0.0055821275337720674,0.022210512529123882,-0.011867817738138614,0.0025810558325467473,-0.001348492481875927,0.011522226472989644,0.0016067784925303098,-0.01598740181767456,-0.009181301484494777,0.008066343228576236,-0.011345951784612267
0.008271420044563804,0.01736288181068475,0.016022686785034084,-0.02350914788287815,-0.005893146925693497,0.002731163180800673,-0.00479846573996546,-0.018478882693493206,-0.0018713564070340762,0.0062835397330042566,-0.010642785770347307,0.005823697708110473,-0.007855808467665322,-0.011135482083647688,-0.010320426763222451,0.015279656870223602,0.013881008401613562,0.015563104136403116,0.006035957432566797,0.01222291176911111,0.009916956835886333,-0.01843033640066715,0.030337892336225077,0.02092071129450858,0.006753234140671488,0.0031298302648136993,0.015283879237717027,-0.002404827543176011,-0.0015162559707568284,-0.007267899933449875,-0.0031397400581205143,0.006611940182817236,0.01544303707191976,0.011303464136997765,0.010007513682014652,-0.015332863559954722,0.01622298194724894,0.014091296075295029,-0.007762222259543889,0.006322015970130913,0.02293966026792473,0.008433148490396355,0.0013850807835845413,-0.022263650553299173,0.010425800313868179,0.025151946735412822,0.024725409022760405,-0.002151691011627434,0.024031539814359276,0.004203503847583986,-0.015267922544871344,-0.0051430570287824984,0.01939508732577721,0.005212622116294324,0.020172260927057557,0.01802835519016149,0.0049014293798022735,0.022868574871368116,0.004572828413460086,-0.000813138817258035,0.010563319280778527,-0.020211588509851306,0.0068089676559739045,0.008748297061788805,0.00809273028870218,0.0037576722953628684,0.0006403262246431158,-0.009460894526444498,-0.004280328242488664,0.012855812996654607,0.012329899153016634,0.004200958800797469,-0.006987876984246976,0.0077304039768765756,-0.010434013232633833,0.024644153007090303,0.00814291014762827,0.001159553165878711
-0.012369551835880753,-0.0030423344807570824,-0.004838863604899857,-0.013774851387164052,-0.0009175342309671865,0.009370555847009118,-0.014774467591544355,0.02068814992848328,0.015272884154902484,0.048544603482950095,0.005320093157635965,0.0022786256751835396,0.03800657412979431,0.0045517054236757365,0.021254038046346835,-0.004147851849027799,0.006293936236210801,0.0005937644713405823,0.017544214615195168,0.00422246519686587,0.010136884643527577,0.016236537641618465,0.0033853340318401475,-0.0009358236524854739,0.027027486035951263,0.010150695216615553,0.006822365354545733,0.02101025823191703,-0.02866953482415511,0.018888312045308775,-0.006202352235977982,-0.0009040545794860416,0.03158158813797208,-0.006149626710284573,0.004249244802340125,0.028257690366521152,0.00736187686111949,-0.002426259103544604,0.008467431886699055,0.009208329438657728,0.003396181868235431,-0.015507333481554938,0.0034546806727266963,0.008185696633711033,-0.015046557314663821,-0.0033084120624403486,-0.0022254978191353476,-0.024317733552077076,0.006568152084453277,0.013244379191876625,-0.009304105588348264,0.024952541538270683,0.0022310137743376114,-0.004217639197350095,-0.005262064783687235,-0.007881496582413458,-0.009341348262964986,-0.003289783100670184,0.004861866654689103,0.0032485956116977367,0.012464263107087474,0.04818092092248871,0.0036701466748572968,0.005118738873399617,0.013874438197728177,0.013798588773212843,0.020026052201354422,0.007325624786097459,-0.013798674513350238,0.012339688603936203,0.02473015968629232,0.006695302338036341,0.003477629067374309,0.01030243278862525,0.03365316079461552,-0.005713669702423203,0.016575540733242668,0.021689026431642278
-0.003988320900791167,0.004496635698009042,0.0006697475411769866,-0.02144773400790964,-0.0081934405189327,0.012322307621252191,-0.0034199269377654207,-0.02426177936087871,0.02165152139041189,-0.013072161553950204,-0.0032134304686329065,0.005570975766267247,0.009778151970659258,0.009859481220682757,0.010779895925680195,-0.013163683481170241,0.005422873626583846,-0.002972436636723126,0.012444036330695426,-0.006135161632313894,0.011603945920599715,-0.008401721621001184,0.0006334253200913004,-0.00018725020766496966,0.018557074042202096,0.0028163107914119185,0.0020866352367426297,-0.0018235104911563525,-0.014055011191354428,-0.00028276734334932186,-0.0016013657662548714,-0.00037226849116552577,0.000231946502026851,0.0037625413544120677,-0.009701404127535264,0.0030306163847876235,0.0011403978587930393,-0.00412787701631973,-0.000818176977651479,0.007313434224384295,-0.00163374730181834,-0.010705927881409569,0.0024601294003134574,0.0028314310031834016,-0.0041695698110126005,-0.0026547216904086665,-0.012715477378969239,0.0005091112274692173,0.0016353368357702465,0.008146976883732872,-0.004571441395515436,0.04202142587531193,-0.000334353739395532,-0.005734975840050168,0.0028054154508156282,-0.008219332016764468,-0.018454060432172126,0.006264317120184527,-0.0011358992655258382,0.0006079385368408875,-0.010384048273525653,0.01843060887972288,-0.004836530686392072,-0.002519908749067231,-0.007980957861497991,0.008538699600906871,0.0024437951802492495,-0.013753472002494866,0.0024820103825384647,-0.01952966364881402,0.017188125484227452,0.0021863169140567927,-0.006694817704696252,-0.0013150455305409277,-0.007769570184902034,0.008041398279883462,-0.0038917610551049255,0.012399231405229439
0.01959773512080987,-0.0015808715614727094,0.015308074481482543,0.01605068633873872,0.03048493870739539,0.010147732034717912,0.001279703418341038,0.02713904278794586,0.014578973494054442,0.019370086207383706,0.016847717412172402,0.009828157640500332,0.016014354132858524,0.012817182960418016,0.018414203518490643,0.008387678679308095,0.02231800398911351,0.015360655414733885,0.016354655813652693,0.013178437159143536,0.008553218864772325,0.021389637403685526,0.01591474168683001,0.012716996890637057,0.020351305195850593,0.014456722667408325,0.005748229394560178,0.009829308329550531,0.0035569548899759217,0.007134301239826987,0.009004363209851316,0.00610099318978107,0.002856628252025065,0.07337601753403512,0.009766487285441,0.002015278059214031,0.007138145743467772,0.005816265681074092,0.014568984611814662,0.0057472713445636675,-0.00554951194053219,0.023004313339798594,0.014151403481529476,0.01589550663412682,0.019002431674065044,0.011496751910414658,0.02596432700468029,0.02198444581503895,0.005583615040440595,0.012917822992953265,0.02150136367644147,-0.0019307219790746352,0.006887048694212094,0.006480365113754774,0.0030697015269426043,0.020153194889372818,0.03043687513526904,0.012487413518020097,0.009254463223936847,0.01906382659873221,0.01686057251159309,0.022006312505038792,0.011900282999055198,0.005822537458527769,0.01484656194233897,0.017162609257862498,-0.01044413343739168,0.0244876221590413,0.0198039114640821,-0.012755939495646483,0.012687636374489285,0.019726430854925356,0.013389851257012763,0.012552714987748197,0.02102536072477794,0.014237533358579042,0.004307859084437555,0.017031050495337843
0.009841107422995288,-0.0005064416382591097,0.007200489006175933,0.018456996335830925,0.017305747097592427,0.01219355815261349,0.013103375941034723,-0.0072393245347295064,0.014653812756317953,-0.012989338862694433,0.005795555848703279,0.010539145816931097,0.002608116843329011,0.006882100244803883,-0.005025303340729917,0.001241945986930715,-0.00020328326099905813,0.005068201980407489,-0.0030462312711397586,0.00819944330499262,0.009466398096790302,0.012617468036729525,-0.0011430575392052061,0.006451371250380066,0.0076031664180688215,0.0033480476755484044,-0.001367810565144552,-0.00010676819499203319,-0.004943668795057914,0.0013088116997061596,0.007033376591138322,0.000264211696638589,-0.003784737230016516,0.01792230783089039,0.0007821901264311899,-0.003024569385506829,-0.00016158937073850217,-0.0021321490974623002,-0.000751501710174441,0.0012609774669032096,0.0013903205601087734,0.01205278567954771,-0.0039810613149918895,-0.0015084304992289586,0.012540771035747638,0.006286912374289204,0.019091932474280596,-0.0032421944021029047,-0.001279045302345099,0.007642778205366799,0.014678433801056691,0.0036974536114999833,0.0008852154889492236,0.0032245587258315253,0.0043500300606669215,0.0028270820481001596,0.018298275604679726,0.014114540775950535,-0.0033832750263507014,0.006932646636214215,0.00786437585568355,0.0008211768930485141,0.00924324267056102,0.008694337766320523,0.004201550169578575,0.003571572814569289,0.013568950055123005,0.0071949836717746535,0.017521167421696678,0.007409425142613031,-0.00367332018243409,-0.0019866818945783894,-0.004218617059784194,0.0046666222376348845,-0.015660529488999365,0.028190231543938103,0.009934680440338572,0.0048524372785701065
0.015523200628596561,0.009139791715901827,0.009045120826588201,0.0013273255633710216,0.012567761597929928,0.03270045593870991,0.012217028567705865,0.015518386122859463,0.006564830697763192,0.010544856879802052,0.012148985074424455,0.008631998133496872,0.017642259709622604,0.018969139791529584,-0.0004029989703969069,0.010907160718639269,0.016045419226154465,0.016392309511095802,0.014805274100644165,-0.005234243495750011,0.004730491774252973,0.02048202257793209,0.0032185924019495077,0.013686075898949088,0.009554358359388827,0.018062173155590302,0.007565457369549312,0.01634633203612198,0.027760695673759595,0.018419486257976018,0.03363053925535182,0.010519940860606274,0.014367584329470863,0.017912573315778495,0.01018089548280251,0.012043585176988137,0.0029060334594818147,-0.0009513689112033362,0.011485521820825613,0.00652995905795737,0.01802295874505997,0.019534559820483244,0.022416602642245397,0.019435948824975083,0.014851406572926789,0.006377187465396231,0.020617532029117955,0.020928671353308875,0.0016039173746666574,0.015017634813192248,0.014285835120615775,0.0017634871265080432,0.008096459544483845,0.010347653004812841,0.008374636200100634,0.020622010084764983,0.0014119688003871157,0.006417662155755108,0.005734786090521161,0.02735616810116123,0.03508806559628958,0.007358978482840839,0.010203644528622179,0.016814838835307752,0.00887048829144509,0.00296207626571902,0.032896386983047796,0.060504162532241994,0.009561345050663346,0.005367749407066735,0.014513922476245994,0.01506230648966801,0.013845085491127923,0.005931749682233385,0.0,0.010101749557693248,0.01214531808069897,0.0015516204843026506
0.007672022206795184,0.0065667372269909265,-0.013822177526125409,-0.014904984571684652,-0.008556175035560798,0.006351539616716346,0.001448635436980648,-0.007118280880934466,0.013837847702037118,-0.00034962790293061323,-0.004058315674060362,-0.006215509906629325,-0.0038459130574476966,0.004490816268013792,0.08877371118942305,0.00032184490577063444,-0.016605211567563203,0.0005736676848814719,-0.00301056663423967,0.02367109522363026,0.040772890974158565,-0.0037020519337405684,-0.014408425468469606,0.0029557600096393306,0.05746371618258239,0.0015305700828235611,0.018021648270865342,0.013713275378798937,0.006054981612407584,-0.0018053105983522955,0.008805006616217947,0.011238400624705276,0.007372332639213714,0.006711775480397369,0.011864854742776753,-0.0011516274282294824,0.0059472453284091994,0.028959012008138794,0.008384765065743814,0.00900786149041969,-0.011853517129633359,0.005317675423833182,-0.005150697259473235,-0.007315872760030007,-0.003718246424881676,-0.005333001620222324,0.008071964420736827,-0.007940915776841388,0.016049038578561648,-0.015305170915049042,0.0067453910272318165,0.04310682656527465,0.0010963939552325315,0.013390249550100842,0.0054994640204300786,-0.008596360465612438,-0.022512085712790432,0.006707230161428058,0.026700404230514823,0.006890816939323178,0.008285291166753308,0.06371062155872405,0.0043414091202879255,0.007294619061274859,0.007246115379894687,0.011748125122349568,0.0025928183359588755,-0.06311918518816903,-0.009995567301207339,0.04469197616906417,-0.008582822242514986,-0.0013928098661246439,0.01557929373702365,0.008449802415978452,0.009054653166561148,0.004281006920714581,0.00837443857789485,0.05732536028562286
-0.0032549693710071407,-0.003997277307264791,0.013251131401901813,-0.007171415767519757,0.014925585099441625,-0.013199243561674201,-0.012624801356080802,-0.007476870040878403,-0.006941748001634887,-0.021567057045974832,-0.011014559591711052,0.00701472905280951,-0.01336239764420589,-0.05554499393306931,-0.019747068461095276,0.0014074934064955316,0.003606903624282578,-0.001927773182796595,-0.011455666215366138,0.0021007237881635146,-0.0053690268143972,-0.0019064883399573956,0.011917497903517836,-0.006950938708174482,-0.014853151696591696,-0.010322137891862758,-0.013169407739290324,-0.01948295799213419,0.003443651985538328,-0.011922938423065419,-0.009347355804755639,-0.012180705342779975,-0.0034892356870175304,0.006364556914095647,0.010401519916588532,-0.013458304726040947,-0.003049632434857539,0.003937885069324612,-0.0070372847090950106,0.0004958770975396895,-0.0025134710951903072,0.007714072839493582,-0.022435956043504006,-0.027214184239840764,-0.00017436392427398292,0.006370445194226451,-0.004402691357183985,0.016466036665810112,-0.002325755052600019,-0.018173434058569294,-0.01847827575215033,-0.0053840620964857935,-0.003568032468951717,-0.010942091476098047,0.004804245858535008,-0.0003984114542496435,-0.01975453047186283,-7.34975098274965e-05,-0.010695179398484942,-0.008139983176220285,-0.015115446338906869,-0.03638872464605592,0.00040408169103987743,-0.0016009728119581938,0.01281113974014124,-0.013662915524147843,-6.0097996609949295e-05,-0.011307735857578558,-0.020628358177710353,-0.001903959305196228,-0.01851249555285198,-0.01618456045355555,-0.00586886719185623,0.010904309305233794,-0.024420929720166157,-0.0020773950548042845,-0.009867563395075487,-0.009604244317967152
